,year,month,intent,police,sex,age,race,place,education
626,2012,8,Suicide,0,M,60.0,White,Home,Less than HS
627,2012,9,Suicide,0,M,55.0,White,Home,HS/GED
628,2012,8,Accidental,0,M,34.0,White,Home,HS/GED
630,2012,9,Suicide,0,M,46.0,White,Farm,Less than HS
631,2012,9,Suicide,0,M,63.0,White,Home,Less than HS
632,2012,9,Suicide,0,M,34.0,White,Home,HS/GED
635,2012,9,Suicide,0,M,54.0,White,Home,Less than HS
636,2012,9,Suicide,0,M,82.0,Black,Home,Some college
638,2012,8,Suicide,0,M,62.0,White,Home,BA+
639,2012,9,Suicide,0,M,59.0,White,Home,HS/GED
640,2012,9,Suicide,0,M,30.0,White,Home,Some college
642,2012,9,Suicide,0,M,37.0,Black,Home,Less than HS
643,2012,9,Suicide,0,M,28.0,White,Other specified,Some college
646,2012,9,Suicide,0,F,52.0,White,Home,Some college
648,2012,9,Suicide,0,M,60.0,White,Other unspecified,Some college
649,2012,9,Suicide,0,M,24.0,White,Home,Less than HS
652,2012,8,Suicide,0,M,71.0,White,Street,BA+
653,2012,9,Suicide,0,M,18.0,White,Home,HS/GED
655,2012,9,Suicide,0,M,37.0,White,Home,HS/GED
660,2012,9,Suicide,0,F,49.0,White,Other unspecified,HS/GED
661,2012,9,Suicide,0,M,22.0,White,Home,Some college
664,2012,8,Suicide,0,M,30.0,White,Home,Less than HS
666,2012,8,Suicide,0,M,50.0,White,Other unspecified,Less than HS
667,2012,9,Suicide,0,M,64.0,White,Other unspecified,HS/GED
668,2012,8,Suicide,0,M,38.0,White,Home,HS/GED
669,2012,9,Suicide,0,M,19.0,White,Home,HS/GED
670,2012,7,Suicide,0,M,67.0,White,Other unspecified,BA+
671,2012,9,Suicide,0,M,82.0,White,Home,BA+
673,2012,9,Suicide,0,M,61.0,White,Home,BA+
674,2012,9,Suicide,0,M,20.0,White,Home,HS/GED
675,2012,9,Suicide,0,M,46.0,White,Home,HS/GED
677,2012,9,Suicide,0,M,43.0,White,Trade/service area,HS/GED
679,2012,8,Suicide,0,M,64.0,White,Other unspecified,Less than HS
682,2012,9,Suicide,0,M,65.0,White,Home,Some college
683,2012,9,Undetermined,0,M,75.0,White,Other unspecified,BA+
684,2012,8,Suicide,0,M,39.0,White,Other unspecified,Some college
685,2012,9,Suicide,0,F,77.0,Black,Home,Less than HS
687,2012,8,Suicide,0,M,74.0,White,Home,HS/GED
688,2012,9,Suicide,0,M,71.0,White,Home,BA+
689,2012,9,Suicide,0,F,35.0,White,Home,HS/GED
690,2012,9,Suicide,0,F,21.0,White,Home,Some college
692,2012,9,Suicide,0,M,76.0,Black,Other unspecified,HS/GED
694,2012,9,Suicide,0,M,83.0,White,Home,Less than HS
697,2012,9,Suicide,0,F,40.0,White,Home,HS/GED
698,2012,9,Suicide,0,M,37.0,White,Sports,Some college
701,2012,9,Undetermined,0,M,22.0,White,Street,Some college
702,2012,9,Suicide,0,F,43.0,White,Home,BA+
704,2012,9,Suicide,0,M,27.0,White,Home,HS/GED
705,2012,9,Suicide,0,M,54.0,Black,Home,Less than HS
707,2012,7,Suicide,0,M,37.0,Black,Home,Some college
708,2012,9,Suicide,0,M,80.0,White,Home,HS/GED
713,2012,9,Suicide,0,F,52.0,White,Home,HS/GED
716,2012,10,Suicide,0,M,63.0,White,Street,Some college
717,2012,10,Suicide,0,M,55.0,White,Home,BA+
718,2012,10,Suicide,0,F,58.0,White,Home,BA+
721,2012,10,Suicide,0,M,65.0,White,Home,Some college
723,2012,10,Suicide,0,M,52.0,White,Home,Some college
724,2012,10,Suicide,0,M,59.0,White,Other specified,HS/GED
727,2012,10,Suicide,0,M,65.0,White,Home,HS/GED
729,2012,10,Suicide,0,M,24.0,White,Other specified,HS/GED
730,2012,10,Suicide,0,M,45.0,White,Home,BA+
734,2012,9,Suicide,0,F,52.0,Black,Home,BA+
735,2012,9,Suicide,0,F,64.0,White,Home,HS/GED
737,2012,10,Suicide,0,M,60.0,White,Home,BA+
738,2012,10,Suicide,0,M,53.0,White,Home,Some college
739,2012,10,Suicide,0,M,49.0,White,Home,HS/GED
740,2012,8,Suicide,0,M,35.0,White,Home,Less than HS
741,2012,10,Undetermined,0,M,21.0,White,Other unspecified,HS/GED
742,2012,10,Suicide,0,F,57.0,White,Home,Less than HS
743,2012,10,Undetermined,0,M,81.0,White,Other unspecified,HS/GED
744,2012,10,Suicide,0,M,50.0,White,Other specified,HS/GED
745,2012,10,Suicide,0,M,50.0,White,Street,HS/GED
746,2012,10,Suicide,0,M,89.0,White,Home,Less than HS
747,2012,10,Suicide,0,M,66.0,White,Home,HS/GED
748,2012,9,Suicide,0,F,61.0,White,Home,HS/GED
755,2012,10,Suicide,0,M,56.0,White,Home,Some college
757,2012,10,Suicide,0,M,84.0,White,Home,HS/GED
758,2012,10,Suicide,0,M,86.0,White,Home,BA+
760,2012,10,Suicide,0,M,83.0,White,Home,Some college
761,2012,10,Suicide,0,M,79.0,White,Home,Some college
762,2012,10,Suicide,0,M,75.0,White,Home,Some college
764,2012,10,Suicide,0,M,73.0,White,Home,BA+
766,2012,10,Suicide,0,F,14.0,White,Home,Less than HS
767,2012,10,Suicide,0,M,18.0,Black,Home,Less than HS
769,2012,10,Suicide,0,F,47.0,White,Home,BA+
770,2012,8,Suicide,0,M,24.0,White,Other unspecified,HS/GED
771,2012,10,Suicide,0,F,63.0,White,Home,Less than HS
772,2012,10,Suicide,0,M,28.0,Black,Home,Less than HS
773,2012,10,Suicide,0,F,69.0,White,Home,Some college
778,2012,11,Suicide,0,M,67.0,White,Home,Less than HS
779,2012,11,Suicide,0,M,74.0,White,Home,BA+
781,2012,10,Suicide,0,F,51.0,White,Trade/service area,Less than HS
786,2012,10,Suicide,0,M,43.0,White,Home,Less than HS
787,2012,9,Suicide,0,M,20.0,Black,Street,HS/GED
788,2012,11,Suicide,0,M,66.0,White,Home,Some college
791,2012,10,Suicide,0,F,80.0,White,Home,HS/GED
792,2012,10,Suicide,0,M,20.0,Black,Home,Less than HS
793,2012,10,Suicide,0,M,40.0,White,Other specified,Some college
795,2012,10,Suicide,0,F,57.0,White,Home,Some college
796,2012,11,Suicide,0,M,30.0,White,Home,Some college
797,2012,11,Suicide,0,M,65.0,White,Home,HS/GED
798,2012,11,Suicide,0,M,56.0,White,Trade/service area,HS/GED
799,2012,11,Suicide,0,M,68.0,White,Home,BA+
800,2012,11,Suicide,0,M,37.0,White,Street,Some college
802,2012,11,Suicide,0,M,45.0,White,Other unspecified,HS/GED
804,2012,11,Suicide,0,M,52.0,White,Other specified,BA+
805,2012,11,Suicide,0,M,55.0,White,Industrial/construction,Some college
806,2012,11,Suicide,0,M,48.0,White,School/instiution,HS/GED
808,2012,11,Suicide,0,M,82.0,White,Home,HS/GED
809,2012,11,Suicide,0,F,37.0,White,Home,Less than HS
810,2012,10,Suicide,0,M,57.0,Native American/Native Alaskan,Other unspecified,Less than HS
811,2012,10,Suicide,0,M,41.0,White,Other unspecified,Less than HS
813,2012,10,Suicide,0,M,60.0,White,Other unspecified,Some college
814,2012,11,Suicide,0,M,84.0,White,Home,BA+
815,2012,11,Suicide,0,F,56.0,White,Home,HS/GED
819,2012,11,Suicide,0,M,16.0,White,Home,Less than HS
820,2012,11,Suicide,0,M,66.0,White,Home,HS/GED
821,2012,11,Suicide,0,M,56.0,White,Home,Less than HS
822,2012,11,Suicide,0,F,43.0,White,Home,Some college
823,2012,11,Suicide,0,M,67.0,White,Industrial/construction,HS/GED
824,2012,11,Suicide,0,M,33.0,White,Home,Less than HS
825,2012,11,Suicide,0,M,40.0,Hispanic,Home,HS/GED
826,2012,11,Accidental,0,M,54.0,White,Other unspecified,HS/GED
832,2012,11,Suicide,0,M,67.0,White,Home,HS/GED
833,2012,11,Suicide,0,F,35.0,White,Home,BA+
834,2012,11,Suicide,0,M,18.0,White,Home,HS/GED
837,2012,10,Suicide,0,M,33.0,Black,Other unspecified,BA+
842,2012,11,Suicide,0,F,47.0,White,Farm,HS/GED
843,2012,11,Suicide,0,M,45.0,White,Home,Less than HS
844,2012,10,Accidental,0,M,53.0,White,Home,HS/GED
845,2012,11,Suicide,0,M,22.0,Black,Home,Some college
847,2012,11,Suicide,0,M,95.0,White,Home,HS/GED
848,2012,11,Suicide,0,M,51.0,White,Other unspecified,BA+
849,2012,11,Suicide,0,F,43.0,White,Other unspecified,BA+
851,2012,11,Suicide,0,F,36.0,Black,Home,BA+
852,2012,11,Suicide,0,M,73.0,White,Home,Some college
854,2012,12,Suicide,0,M,20.0,White,Home,HS/GED
858,2012,11,Suicide,0,M,19.0,White,Other specified,Some college
859,2012,11,Suicide,0,M,71.0,White,Home,HS/GED
862,2012,11,Suicide,0,M,24.0,Hispanic,Other unspecified,Less than HS
864,2012,11,Suicide,0,M,61.0,White,Home,Some college
865,2012,12,Suicide,0,M,49.0,Asian/Pacific Islander,Home,BA+
866,2012,10,Suicide,0,F,43.0,White,Home,HS/GED
867,2012,11,Suicide,0,M,50.0,White,Home,Some college
869,2012,12,Suicide,0,M,61.0,White,Other unspecified,HS/GED
876,2012,9,Suicide,0,M,17.0,White,Street,HS/GED
877,2012,12,Suicide,0,M,59.0,White,Home,Less than HS
878,2012,12,Suicide,0,M,41.0,White,Home,Some college
881,2012,12,Suicide,0,M,57.0,White,Home,Less than HS
882,2012,11,Suicide,0,M,44.0,Black,Home,Some college
883,2012,12,Suicide,0,M,77.0,White,Home,HS/GED
887,2012,12,Suicide,0,M,68.0,White,Home,BA+
894,2012,12,Suicide,0,M,37.0,White,Home,HS/GED
897,2012,12,Suicide,0,M,41.0,White,Home,Less than HS
898,2012,12,Suicide,0,M,26.0,White,Home,HS/GED
900,2012,12,Suicide,0,M,50.0,White,Trade/service area,Some college
903,2012,12,Suicide,0,M,66.0,White,Home,HS/GED
910,2012,12,Suicide,0,M,41.0,White,Home,HS/GED
912,2012,12,Suicide,0,M,25.0,White,Home,Some college
915,2012,11,Suicide,0,F,70.0,White,Other unspecified,HS/GED
920,2012,12,Suicide,0,M,36.0,White,Home,HS/GED
922,2012,12,Suicide,0,M,73.0,White,Home,HS/GED
923,2012,12,Suicide,0,M,42.0,White,Home,HS/GED
924,2012,12,Suicide,0,M,54.0,White,Home,HS/GED
925,2012,12,Suicide,0,F,66.0,White,Home,HS/GED
926,2012,12,Suicide,0,F,54.0,White,Other unspecified,Some college
929,2012,12,Suicide,0,F,52.0,White,Home,Some college
930,2012,12,Accidental,0,M,33.0,Hispanic,Other unspecified,Less than HS
934,2012,12,Suicide,0,M,73.0,White,Home,Some college
935,2012,12,Undetermined,0,M,58.0,White,Other unspecified,Less than HS
936,2012,12,Suicide,0,F,72.0,White,Home,HS/GED
939,2012,11,Suicide,0,M,32.0,Black,Home,Less than HS
940,2012,12,Suicide,0,M,68.0,White,Home,Some college
952,2012,11,Suicide,0,M,53.0,White,Other unspecified,HS/GED
953,2012,12,Suicide,0,M,15.0,White,Home,Less than HS
955,2012,12,Suicide,0,F,33.0,White,Other unspecified,HS/GED
956,2012,10,Suicide,0,M,25.0,White,Other unspecified,HS/GED
960,2012,11,Suicide,0,M,72.0,White,Home,Less than HS
963,2012,1,Suicide,0,M,47.0,White,Home,Some college
966,2012,1,Suicide,0,M,61.0,White,Home,HS/GED
967,2012,1,Suicide,0,M,77.0,White,Home,Some college
968,2012,1,Suicide,0,F,34.0,White,Home,Some college
969,2012,1,Suicide,0,F,54.0,White,Home,Less than HS
970,2012,1,Suicide,0,M,75.0,White,Home,BA+
971,2012,1,Suicide,0,F,40.0,White,Home,HS/GED
973,2012,1,Suicide,0,F,39.0,Black,Other specified,HS/GED
974,2012,1,Suicide,0,M,20.0,White,Home,Less than HS
975,2012,1,Suicide,0,M,28.0,White,Other unspecified,HS/GED
976,2012,1,Suicide,0,M,20.0,Black,Home,Less than HS
979,2012,1,Suicide,0,M,58.0,White,Home,HS/GED
981,2012,1,Suicide,0,M,73.0,White,Other specified,Less than HS
982,2012,1,Suicide,0,M,57.0,White,Home,Less than HS
986,2012,1,Suicide,0,M,71.0,White,Home,HS/GED
987,2012,1,Suicide,0,M,42.0,White,Home,Less than HS
989,2012,1,Suicide,0,M,48.0,White,Home,HS/GED
990,2012,1,Suicide,0,M,82.0,White,Home,Some college
991,2012,1,Suicide,0,M,56.0,White,Home,Less than HS
992,2012,1,Suicide,0,M,41.0,White,Other specified,HS/GED
993,2012,1,Suicide,0,M,37.0,White,Home,HS/GED
994,2012,1,Suicide,0,M,53.0,White,Home,HS/GED
995,2012,1,Suicide,0,M,32.0,White,Home,HS/GED
996,2012,1,Suicide,0,M,24.0,White,Street,Less than HS
997,2012,1,Suicide,0,M,38.0,Black,Other specified,HS/GED
998,2012,2,Suicide,0,M,60.0,Native American/Native Alaskan,Home,BA+
1000,2012,1,Suicide,0,M,37.0,White,Other specified,HS/GED
1001,2012,1,Suicide,0,M,57.0,White,Other specified,HS/GED
1002,2012,1,Suicide,0,M,29.0,White,Home,Some college
1003,2012,1,Accidental,0,M,35.0,White,Other unspecified,HS/GED
1007,2012,1,Suicide,0,M,51.0,White,Home,HS/GED
1011,2012,1,Suicide,0,M,15.0,White,Home,Less than HS
1014,2012,1,Suicide,0,M,55.0,White,Home,Less than HS
1015,2012,1,Suicide,0,M,83.0,Black,Home,Less than HS
1016,2012,2,Suicide,0,M,78.0,White,Home,HS/GED
1017,2012,2,Suicide,0,M,84.0,White,Home,HS/GED
1018,2012,2,Suicide,0,M,87.0,White,Home,HS/GED
1020,2012,1,Suicide,0,M,36.0,White,Home,Less than HS
1021,2012,1,Suicide,0,M,43.0,White,Other specified,Some college
1023,2012,2,Suicide,0,M,48.0,White,Other specified,HS/GED
1024,2012,1,Suicide,0,M,23.0,Black,Home,Some college
1025,2012,2,Suicide,0,M,18.0,White,Home,Less than HS
1027,2012,2,Suicide,0,M,60.0,White,Street,Some college
1029,2012,2,Suicide,0,F,29.0,White,Home,BA+
1030,2012,2,Suicide,0,M,68.0,White,Home,BA+
1031,2012,2,Suicide,0,M,59.0,White,Home,Less than HS
1032,2012,1,Suicide,0,M,32.0,White,Other specified,Less than HS
1033,2012,2,Suicide,0,M,30.0,White,Other specified,HS/GED
1034,2012,1,Suicide,0,M,26.0,White,Other unspecified,HS/GED
1035,2012,2,Suicide,0,M,73.0,White,Home,HS/GED
1037,2012,2,Suicide,0,M,83.0,White,Home,HS/GED
1038,2012,2,Suicide,0,M,35.0,White,Other specified,HS/GED
1039,2012,3,Suicide,0,M,77.0,White,Home,Some college
1040,2012,2,Suicide,0,M,81.0,White,Home,Less than HS
1041,2012,3,Suicide,0,M,46.0,White,Other specified,BA+
1042,2012,3,Suicide,0,M,62.0,White,Home,Some college
1043,2012,3,Suicide,0,M,73.0,White,Home,BA+
1045,2012,2,Suicide,0,M,21.0,White,Home,Some college
1046,2012,3,Suicide,0,F,56.0,White,Home,HS/GED
1048,2012,3,Suicide,0,M,28.0,White,Home,HS/GED
1049,2012,2,Suicide,0,F,14.0,Black,Home,Less than HS
1051,2012,2,Suicide,0,M,58.0,White,Trade/service area,HS/GED
1052,2012,2,Suicide,0,M,58.0,White,Home,BA+
1054,2012,2,Suicide,0,M,56.0,White,Other unspecified,HS/GED
1055,2012,3,Suicide,0,M,60.0,White,Home,BA+
1056,2012,3,Suicide,0,F,48.0,White,Home,Some college
1057,2012,3,Suicide,0,M,21.0,White,Home,HS/GED
1059,2012,3,Suicide,0,M,23.0,White,Home,HS/GED
1060,2012,3,Suicide,0,M,49.0,White,Home,HS/GED
1061,2012,3,Suicide,0,M,42.0,White,Home,Some college
1062,2012,3,Accidental,0,M,18.0,White,Other specified,HS/GED
1063,2012,3,Suicide,0,M,45.0,White,Home,BA+
1064,2012,3,Suicide,0,M,66.0,White,Home,BA+
1066,2012,3,Suicide,0,M,22.0,Black,Home,Less than HS
1068,2012,3,Suicide,0,M,66.0,White,Home,Some college
1069,2012,3,Suicide,0,M,88.0,White,Other specified,HS/GED
1070,2012,3,Suicide,0,F,38.0,White,Home,HS/GED
1072,2012,3,Suicide,0,M,57.0,Black,Other specified,HS/GED
1073,2012,3,Suicide,0,M,68.0,White,Home,Less than HS
1074,2012,3,Suicide,0,M,51.0,White,Home,Less than HS
1077,2012,3,Suicide,0,M,50.0,White,Home,HS/GED
1078,2012,3,Suicide,0,M,60.0,White,Home,HS/GED
1080,2012,3,Suicide,0,M,35.0,White,Trade/service area,HS/GED
1081,2012,3,Suicide,0,M,58.0,White,Home,Less than HS
1082,2012,3,Suicide,0,M,73.0,White,Home,HS/GED
1083,2012,3,Suicide,0,M,60.0,White,Street,HS/GED
1084,2012,3,Suicide,0,M,47.0,White,Other specified,BA+
1085,2012,3,Suicide,0,F,32.0,White,Street,Some college
1086,2012,3,Suicide,0,M,20.0,White,Home,HS/GED
1087,2012,3,Suicide,0,M,63.0,White,Home,HS/GED
1088,2012,3,Accidental,0,M,68.0,White,Other specified,HS/GED
1093,2012,4,Suicide,0,F,35.0,White,Home,Some college
1094,2012,4,Suicide,0,M,80.0,White,Home,BA+
1097,2012,3,Suicide,0,M,29.0,White,Home,HS/GED
1101,2012,4,Suicide,0,M,42.0,White,Home,Some college
1102,2012,4,Suicide,0,M,29.0,White,Home,Some college
1105,2012,4,Suicide,0,F,17.0,White,Home,Less than HS
1108,2012,4,Suicide,0,M,66.0,White,Home,HS/GED
1109,2012,4,Suicide,0,F,22.0,White,Other unspecified,HS/GED
1113,2012,4,Suicide,0,F,61.0,White,Home,HS/GED
1114,2012,4,Suicide,0,M,22.0,White,Home,HS/GED
1116,2012,4,Suicide,0,M,45.0,White,Home,HS/GED
1117,2012,4,Suicide,0,F,40.0,White,Home,HS/GED
1120,2012,4,Suicide,0,M,58.0,White,Home,HS/GED
1123,2012,5,Suicide,0,M,51.0,White,Home,HS/GED
1124,2012,5,Suicide,0,M,82.0,White,Home,BA+
1125,2012,5,Suicide,0,M,60.0,White,Home,BA+
1126,2012,4,Suicide,0,M,58.0,White,Home,BA+
1127,2012,4,Suicide,0,M,50.0,White,Home,HS/GED
1128,2012,5,Suicide,0,M,22.0,White,Other unspecified,HS/GED
1130,2012,5,Suicide,0,M,85.0,White,Home,HS/GED
1131,2012,5,Suicide,0,M,79.0,White,Home,HS/GED
1133,2012,4,Suicide,0,M,31.0,White,Home,HS/GED
1135,2012,5,Suicide,0,M,56.0,White,Home,HS/GED
1137,2012,5,Accidental,0,M,51.0,Black,Other specified,Some college
1139,2012,5,Suicide,0,M,61.0,White,Home,Some college
1140,2012,5,Accidental,0,M,81.0,Black,Home,BA+
1142,2012,5,Suicide,0,M,61.0,White,Other unspecified,Some college
1143,2012,5,Suicide,0,M,77.0,White,Home,Less than HS
1145,2012,5,Suicide,0,M,48.0,White,Home,HS/GED
1146,2012,5,Suicide,0,M,34.0,White,Other specified,Some college
1149,2012,5,Suicide,0,F,72.0,White,Home,HS/GED
1156,2012,5,Suicide,0,F,55.0,White,Other specified,BA+
1159,2012,5,Suicide,0,M,36.0,White,Home,Some college
1160,2012,5,Suicide,0,M,59.0,White,Home,HS/GED
1164,2012,5,Suicide,0,M,58.0,White,Home,Some college
1165,2012,6,Suicide,0,F,63.0,White,Home,HS/GED
1166,2012,5,Suicide,0,M,31.0,White,Home,HS/GED
1168,2012,6,Suicide,0,M,38.0,White,Other specified,BA+
1169,2012,6,Suicide,0,M,26.0,Hispanic,Street,HS/GED
1170,2012,5,Undetermined,0,M,55.0,White,Home,Some college
1171,2012,6,Suicide,0,F,15.0,White,Home,Less than HS
1172,2012,6,Suicide,0,M,51.0,White,Home,HS/GED
1173,2012,6,Suicide,0,F,69.0,White,Farm,HS/GED
1175,2012,6,Suicide,0,F,52.0,White,Home,BA+
1176,2012,6,Accidental,0,F,50.0,White,Home,HS/GED
1178,2012,6,Suicide,0,M,25.0,Black,Home,BA+
1181,2012,6,Suicide,0,M,59.0,White,Home,HS/GED
1182,2012,6,Suicide,0,M,44.0,White,School/instiution,Some college
1183,2012,6,Suicide,0,M,21.0,White,Home,HS/GED
1184,2012,6,Suicide,0,M,61.0,White,Home,HS/GED
1185,2012,6,Suicide,0,M,48.0,White,Other specified,BA+
1187,2012,6,Suicide,0,M,31.0,White,Home,Less than HS
1190,2012,6,Suicide,0,F,52.0,White,Home,HS/GED
1191,2012,6,Suicide,0,M,75.0,White,Other unspecified,HS/GED
1192,2012,6,Suicide,0,M,35.0,White,Home,Some college
1196,2012,6,Suicide,0,M,54.0,White,Home,Some college
1197,2012,7,Suicide,0,M,91.0,White,Other specified,HS/GED
1198,2012,7,Suicide,0,M,35.0,White,Home,HS/GED
1200,2012,7,Suicide,0,M,18.0,White,Other specified,HS/GED
1202,2012,7,Suicide,0,M,38.0,White,Home,Less than HS
1204,2012,7,Suicide,0,M,28.0,White,Home,HS/GED
1205,2012,7,Suicide,0,F,53.0,White,Home,HS/GED
1206,2012,7,Suicide,0,M,36.0,Black,Home,HS/GED
1208,2012,7,Suicide,0,F,49.0,White,Home,Some college
1209,2012,7,Suicide,0,M,52.0,White,Home,HS/GED
1210,2012,7,Suicide,0,M,44.0,White,Other specified,HS/GED
1211,2012,7,Suicide,0,M,74.0,White,Home,Some college
1213,2012,7,Suicide,0,M,84.0,White,Home,HS/GED
1216,2012,7,Suicide,0,M,31.0,White,Home,HS/GED
1217,2012,7,Suicide,0,M,46.0,White,School/instiution,BA+
1218,2012,7,Suicide,0,M,47.0,White,Home,Some college
1219,2012,6,Suicide,0,M,84.0,White,Home,HS/GED
1220,2012,7,Suicide,0,M,62.0,White,Home,Some college
1221,2012,7,Suicide,0,M,45.0,White,Home,Less than HS
1222,2012,7,Suicide,0,M,64.0,White,Home,Some college
1224,2012,7,Suicide,0,M,47.0,White,Home,HS/GED
1227,2012,7,Suicide,0,M,71.0,White,Home,Less than HS
1228,2012,7,Suicide,0,M,80.0,White,Street,Less than HS
1229,2012,6,Suicide,0,M,84.0,White,Home,Less than HS
1230,2012,7,Suicide,0,M,76.0,White,Home,BA+
1231,2012,7,Suicide,0,M,44.0,Black,Home,Some college
1232,2012,7,Suicide,0,M,50.0,White,Trade/service area,HS/GED
1233,2012,7,Suicide,0,M,55.0,White,Other specified,HS/GED
1234,2012,7,Suicide,0,M,56.0,White,Home,BA+
1235,2012,7,Suicide,0,M,57.0,White,Home,Less than HS
1237,2012,7,Suicide,0,M,54.0,Black,Home,Some college
1239,2012,7,Suicide,0,M,49.0,White,Other specified,Some college
1241,2012,8,Suicide,0,F,41.0,White,Home,BA+
1242,2012,7,Suicide,0,M,33.0,White,Home,HS/GED
1244,2012,8,Suicide,0,M,68.0,White,Other unspecified,HS/GED
1245,2012,7,Suicide,0,M,23.0,Black,Home,HS/GED
1246,2012,7,Suicide,0,F,45.0,White,Home,BA+
1247,2012,8,Suicide,0,M,74.0,White,Home,Some college
1249,2012,8,Suicide,0,M,25.0,White,Home,Some college
1250,2012,8,Suicide,0,M,21.0,White,Home,HS/GED
1251,2012,8,Suicide,0,M,69.0,White,Home,Less than HS
1252,2012,8,Suicide,0,M,71.0,White,Home,Less than HS
1253,2012,8,Suicide,0,M,28.0,White,Home,Some college
1255,2012,8,Suicide,0,M,55.0,White,Home,HS/GED
1256,2012,8,Suicide,0,M,24.0,White,Home,HS/GED
1257,2012,8,Suicide,0,M,48.0,White,Home,Some college
1259,2012,8,Suicide,0,M,88.0,White,Home,HS/GED
1260,2012,8,Suicide,0,M,64.0,White,Home,Some college
1263,2012,8,Suicide,0,M,33.0,Black,Home,HS/GED
1267,2012,8,Undetermined,0,M,59.0,White,Street,Some college
1268,2012,8,Suicide,0,M,16.0,White,Home,Less than HS
1269,2012,8,Suicide,0,M,41.0,White,Home,HS/GED
1275,2012,8,Suicide,0,M,23.0,White,Home,Some college
1278,2012,8,Suicide,0,M,44.0,White,Home,HS/GED
1279,2012,8,Suicide,0,F,40.0,White,Home,HS/GED
1281,2012,8,Suicide,0,M,60.0,White,Home,HS/GED
1282,2012,8,Suicide,0,M,39.0,White,Home,BA+
1283,2012,9,Suicide,0,M,24.0,White,Home,Some college
1286,2012,9,Suicide,0,M,75.0,White,Other unspecified,HS/GED
1289,2012,9,Suicide,0,M,33.0,White,Home,HS/GED
1292,2012,9,Suicide,0,F,46.0,White,Home,BA+
1295,2012,9,Suicide,0,F,56.0,White,Other unspecified,HS/GED
1297,2012,9,Suicide,0,M,49.0,White,Home,HS/GED
1298,2012,9,Suicide,0,M,64.0,White,Home,BA+
1302,2012,9,Suicide,0,M,16.0,White,Home,Less than HS
1303,2012,8,Accidental,0,M,22.0,Black,Home,HS/GED
1305,2012,9,Accidental,0,M,70.0,White,Home,Some college
1308,2012,9,Suicide,0,M,38.0,White,Home,BA+
1309,2012,8,Suicide,0,M,55.0,White,Trade/service area,HS/GED
1312,2012,9,Suicide,0,M,56.0,White,Home,Some college
1313,2012,9,Suicide,0,M,50.0,White,Home,Less than HS
1316,2012,9,Suicide,0,M,31.0,White,Home,Some college
1317,2012,9,Suicide,0,M,69.0,White,Home,BA+
1319,2012,10,Suicide,0,M,22.0,White,Street,Some college
1320,2012,9,Suicide,0,M,63.0,White,Home,HS/GED
1321,2012,9,Suicide,0,M,20.0,Black,Home,HS/GED
1322,2012,9,Suicide,0,F,31.0,White,Home,HS/GED
1323,2012,8,Suicide,0,M,84.0,White,Home,HS/GED
1324,2012,9,Suicide,0,M,52.0,White,Home,Less than HS
1325,2012,9,Suicide,0,M,51.0,Hispanic,Street,Less than HS
1326,2012,9,Suicide,0,M,52.0,White,Other unspecified,Less than HS
1327,2012,9,Suicide,0,M,66.0,White,Home,HS/GED
1332,2012,10,Suicide,0,M,27.0,Black,Home,BA+
1334,2012,10,Suicide,0,M,64.0,White,Home,Less than HS
1335,2012,10,Suicide,0,M,51.0,White,Home,HS/GED
1337,2012,10,Suicide,0,M,72.0,White,Home,HS/GED
1338,2012,10,Suicide,0,F,37.0,White,Home,HS/GED
1339,2012,10,Suicide,0,M,25.0,White,Home,Some college
1341,2012,10,Suicide,0,M,90.0,White,Home,Less than HS
1342,2012,10,Suicide,0,M,49.0,White,Other specified,HS/GED
1343,2012,10,Suicide,0,M,80.0,White,Home,BA+
1346,2012,10,Suicide,0,M,64.0,White,Other unspecified,Some college
1347,2012,10,Suicide,0,M,39.0,Hispanic,Home,HS/GED
1348,2012,10,Suicide,0,M,41.0,White,Home,Less than HS
